review_text,usefull,unusefull,product_name,category,stars
"Понравился , стильный компактный , все функции работают",0,0,Штатив для телефона,Электроника,5
"товар за свои деньги. Разрешение никакое. Частота туда же. Игрушка для детей. Если камера в боксе, то звука нет от слова совсем. Лучше заплатить побольше и взять что нибудь последнее.",1,0,Водонепроницаемая экшн камера 4K,Электроника,3
"Не подействовал никак, жаль",5,1,Бустер тестостерона,Спортивное питание,3
"Этот выпью, буду еще заказывать",0,0,Предтренировочный комплекс,Спортивное питание,5
всё работает отлично рекомендую 👍 спасибо,0,0,Картридер USB 3.0 Micro SD - SD,Аксессуары для электроники,5
Спасибо все пришло будет пробовать,0,0,Бустер тестостерона,Спортивное питание,5
Большемерят сильно. Посадка ужасная,0,0,Мужские трусы,Одежда,2
"Проработала неделю с стала сыпаться...объем вроде виден, а как начинаешь заполнять перестает читаться",1,0,Карта памяти microSDXC,Электроника,3
отлично,0,0,Эспандер кистевой,Спортивные товары,5
Маленький обьем,0,0,Грунт для ароидных,Товары для сада и огорода,4
работает,0,0,Карта памяти MicroSD,Электроника,5
Не просвечивает. Полностью матовый.,0,0,Шейкер,Спортивное питание,3
Шкаф соответствует описанию и размерам. Собрали быстро. Качество хорошее,0,0,Шкаф пенал,Мебель,5
"беру второй раз,работает👍",1,0,Капсулы для коррекции фигуры,Спортивное питание,5
"Только угостили, так ,-пришло вовремя, надеюсь поможет",0,1,Гранулы от кротов и землероек,Сад и огород,5
"Предтрен рабочий, по крайней мере в дозировке 30мл. В первый раз для эксперимента выпил 30 мл, и обычную часовую треню сделал за 40 минут. Эффект длился около. 1,5 часов. Думаю лично мне и 1/3 флакончика хватит.  Единственное, производитель несколько лукавит, указывая в карточке товара, что 30 мл - это норм, в то время как дальше пишет, на следующей картинке, более мелким шрифтом (на упаковке кстати про 30-60мл вообще ни слова), что рекомендованная разовая доза 7.5 мл. Т.е. получается производитель такой: ""Выпей 30-60мл, это прям пушка-гонка"", а если тебе вдруг поплохеет: ""Ну я же предупреждал, 7.5 мл за раз, ну. Сам виноват."". Никаких проблем, если бы было написано, что  выпивая 30 мл,  ты превышаешь рекомендуемую дозу в 4 раза на свой страх и риск. Собственно за это - минус звезда.",5,0,Предтренировочный комплекс,Спортивное питание,4
ну...на любителя,2,0,Клетчатка для похудения,Спортивное питание,4
"брали на регистратор, не подошла. сделали возврат",1,0,Карта памяти micro SD 128gb,Электроника,5
Бомба,0,0,Предтренировочный комплекс,Спортивное питание,5
Отличный отпариватель!!! 👍👍👍,1,0,Отпариватель,Бытовая техника,5
Очень Крутая вещь я очень довольна моет окна очень хорошо,3,0,Робот мойщик окон,Бытовая техника,5
"Шкаф пришёл хорошо упакован, цвет и дизайн мне понравились, ещё не собрали.",0,0,Трёхстворчатый шкаф,Мебель,5
"хороший увлажнитель, внешний красивый и стильный, работает бесшумно",0,0,Увлажнитель воздуха с Wi-Fi,Бытовая техника,5
"Плохая карта, причём брал у данного продавца 2 раза карты , первая отлично работает, вторая тупит, вылеталет, не открывается, постоянно просится на форматирование, условия эксплуатации одни и те же у обеих карт(",1,0,Карта памяти 256 ГБ,Электроника,2
отличный бассейн,0,0,Надувной бассейн,Товары для детей,5
Всё Супер !!! 👍👍👍,0,0,Карта памяти microSDXC 64GB,Электроника,5
"Спасибо, всё работает. Понравилось!)",0,0,Эпилятор,Бытовая техника,4
"Открыли, установили, работает. Все хорошо, влажность в комнате заметно повысилась",0,0,Увлажнитель,Бытовая техника,5
"мне кажется симпатичным, интересная подсветка и колонка. но принимайте во внимание низкое качество пластика, сомнительность в точности измерений",0,1,Увлажнитель воздуха с аромадиффузором,Товары для дома,4
"отличный телефон, супер",0,0,Наушники,Электроника,5
"собирала 1го января, получилось с первого раза. Ребенок играет уже почти месяц, все норм.",1,0,Железная дорога с электропоездом,Игрушки,5
"Все отлично, спасибо! Хорошая добавка",0,0,Бустер тестостерона,Спортивное питание,5
"Вполне рабочий предтренировочный комплекс. Можно принимать вечером перед тренировкой, не боясь потом не уснуть. ",1,0,Предтренировочный комплекс,Спортивное питание,5
"Выбирали капсулы для молодого человека. После недельного приема, отметил что повышается выносливость , в сочетании с питанием и тренировками в зале мышечная масса нарастает быстрее. Очень понравились. Работают",0,0,Бустер тестостерона,Спортивное питание,5
скрипит на зубах песок.,3,1,Клетчатка для похудения,Спортивное питание,1
"мел без вкуса, от слова совсем(наверное он таким и должен быть). нет привкуса того мела, которым на доске рисуют. а так хрустит хорошо,  пришёл сухой",0,0,Пищевой мел,Продукты питания,5
Все супер. Память 256 Гб как и заявленно продавцом. Покупал 2 шт. Обе работают,0,0,Карта памяти,Электроника,5
"Особо не понятно , может на силовые немного повлияло",0,2,Экдистерон,Спортивное питание,4
"Смартфон обладает стильным дизайном и хорошими характеристиками. Отличный экран, яркий. Быстро разобрались в настройках.",1,0,Смартфон,Электроника,5
видео не пишется. фото нормально,0,0,Карта памяти 64GB,Электроника,2
44размер как 43,0,0,Тапочки,Обувь,3
Пустышка.не советую к покупке!,2,0,Анаболический комплекс,Спортивное питание,1
"Очень тихий (для детской советую). Принцип работы - испарение с фильтра с последующим выдуванием вентилятором. Объем небольшой, но на сутки в тихом режиме хватит. В этом бюджете он лучший. Был ультразвук - запарился чистить, подстраивать, вытирать мебель и слушать, как гудит. На этом нет лишних лампочек, только индикатор пустого резервуара. Берите",13,0,Увлажнитель воздуха,Бытовая техника,5
"Термос пришёл в срок, без повреждений. В 18.00 залила кипяток, в 6.00 вода была достаточно тёплой. Это очень порадовало. Вместимость пол литра, горлышко широкое, удобное., крышка хорошо закручивается. Корпус НЕ нагревается. Большое спасибо за такую доставку. Порадовали.",0,0,Вакуумный термос,Посуда и кухня,5
"Ездит быстро ,ребенку нравится",0,0,Детский поезд,Игрушки,5
"Непонятная ерунда, лично на меня не подействовала.",9,0,Анаболический комплекс,Спортивное питание,1
👍Работает.,1,0,Берберин,Здоровье и красота,5
🩵👍😍,0,0,Цинк пиколинат,Спортивное питание,5
рекомендую,0,0,Хозяйственные перчатки,Товары для дома,5
"клетчатка понравилась, срок годности указан, пришло быстро, упаковано хорошо.рекомендую 👍👍👍",1,0,Шрот расторопши,Здоровье и красота,5
"со своей функцией справляется, компактный, на небольшую комнату",0,1,Увлажнитель воздуха,Бытовая техника,5
"Очень хороший маленький аппарат, но цена завышена! Плюс на первой бесшумный, вообще не слышно, за час нагнал 10% + на второй скорости, удобно мыть, нет эффекта тумана, покупкой довольна! Но!! Один единственный минус!!! Где купить это чудо фильтр????? Дайте пожалуйста ссылку на аналоги?",5,0,Увлажнитель воздуха,Бытовая техника,5
"Плесень, плесень, плесень..  Скупой, как говорится, платит дважды…",0,0,Пиленый мел,Товары для творчества,1
"Большое спасибо за великолепный увлажнитель воздуха! Миниатюрный, легкий,удобный для использования в офисе и дома. С подсветкой .Рекомендую покупать! Можно как подарок. Цена  хорошая .",9,1,Увлажнитель воздуха,Бытовая техника,5
"Качество ужасное, тело краситься в черную краску.",0,0,Худи,Одежда,3
"Не знаю, кому как.. Мне зашло, особенно при проблеме с мучным и сладким. Перестала хотеть есть по ночам! Рекомендую.",2,0,Капсулы для похудения,Здоровье и красота,5
Очень понравился увлажнитель. Работает тихо. Сразу удалось подключить к Алисе и к телефону.,0,0,Увлажнитель воздуха,Бытовая техника,5
"Классный увлажнитель, прост в использовании",0,0,Увлажнитель,Бытовая техника,5
Достаточно неплохой прибор. Аккуратно собран.,0,0,Аромадиффузор,Бытовая техника,5
"Такая гадость,но надо,лекарства тоже не малина,но ведь принимают.",0,1,Пищевой мел,Продукты питания,5
Ничего конкретного про капсулы сказать не могу только стала принимать их. Пришли быстро и упаковка хорошая,0,0,Ресвератрол,Здоровье и красота,5
"Миленькая маленькая и красивая экшн камера, с хорошей комплектацией и отличным качеством съемки!",0,0,Экшн камера 4k,Электроника,5
Все работает,0,0,Карта памяти microSD 8GB,Электроника,5
работает,0,0,Робот мойщик окон,Бытовая техника,5
"Дом Ру не поддерживает, а вот пластиковые карточки(проходки) переносит!",2,0,Дубликатор ключей и карт,Электроника,3
отлично,1,0,Энергетический Шот,Спортивное питание,5
Поланта норм. В первый день попали по дождь не протирает.,1,0,Палатка,Туризм и отдых,5
"заказывал ежевику,но увы.как и многим пришёл энергетик.ну а так очень даже неплохо",0,0,Предтренировочный комплекс,Спортивное питание,4
Мне нравится,0,0,Добавка для суставов,Спортивное питание,5
"Товар пришёл в целости и сохранности! На вкус немного приторный. Про пользу пока ничего не могу сказать, пью только в течении недели, результат если и будет то минимум через три недели после начала приёма, так как он должен имееть накопительный характер.",0,0,Добавка для суставов,Спортивное питание,5
Классный!!! Работает на Ура!!!,2,0,Робот мойщик окон,Бытовая техника,5
"Тля и трипсы бодры и веселы после обработки. Подделка? Сегодня повторно пиишлось обрабатывать искрой, через час тля уже валялась дохлой.",1,0,Инсектицид,Товары для дома и сада,1
Я очень довольна эффектом! 😊,0,0,Капсулы для похудения,Здоровье и красота,5
Все отлично,0,0,Карта памяти micro SD 64gb,Электроника,5
Товаром довольна,0,0,Мужские трусы,Одежда,5
Нормальная карта доволен!,0,0,Карта памяти micro SD 32GB,Электроника,5
"Качество фото/видео - ни о чём. Даже при нормальном освещении. Зря потраченные деньги. Хорошо хоть не дорого... Когда я вижу в описании товара 1920x1080 Full HD, я ожидаю обнаружить и в самом товаре 1920x1080 Full HD... Была бы возможность поставить отрицательное количество звёзд - обязательно бы поставил... Отдал камеру мелкому - пусть балуется. Больше она ни на что не годится.",10,0,Водонепроницаемая экшн камера,Электроника,1
"Прикольная щиука. Но перед тем как его щапустить, нужно все таки протереть стекла, оставляет разводы",1,0,Робот мойщик окон,Бытовая техника,5
Хорошой товар,0,0,Башкирские глины,Продукты питания,5
Класс!,2,0,Ключ-брелок для домофона,Бытовая техника,5
купила вторую пару себе потому что первую отдала в подарок . ,0,0,Серебряные серьги-каффы,Ювелирные изделия,5
Вообще не могу понять как таймер включить или отключить! Работает по 2-3-5 минут и отключается,0,0,Увлажнитель воздуха,Бытовая техника,4
"Заказала ребёнку на подарок к рождеству.Пришла на день раньше, упакована в три слоя плёнки,но всё равно сама коробка оказалась порвана и помята,а когда начали собирать то не досчитались одной изогнутой рельсы (хорошо что есть икеевская дорога-заменили иначе у малого была бы трагедия вселенского маштаба),датчик со звуком который должен включаться от давления паравозика не срабатывает только при нажатии пальцем. Обидно, так как дорога не из дешёвых.В остальном паравозик шустрый даже очень и яркий.",0,0,Железная дорога с электропоездом,Детские игрушки,3
"Отвратительное качество! неделю не относил муж тапки, как ""поплыла"" пятка.  И то, что было под пяткой уехало куда-то,  теперь носить тапки просто невозможно   неровности под пяткой доставляют жуткий дискомфорт . На фото трудно передать это недоразумение",1,0,Тапочки,Одежда,1
"Отлично запакована, удобрим посмотрим.",0,0,Удобрение для сливы,Сад и огород,5
получил как и в описании батареек нет...описание пользования на Русском нет...Спасибо ...,0,0,Дубликатор ключей и карт,Электроника,5
"Перчаточки очень кстати были к моему праздничному наряду. Можно выделить, что они подходят не только для хозяйственных работ. Однозначно рекомендую!",10,0,Латексные перчатки,Товары для дома,5
"Работает, снимает.",1,0,Экшн-камера 4K,Электроника,5
уффф!!!❤️🔥❤️🔥❤️🔥❤️🔥❤️🔥❤️🔥,1,0,Трусы боксеры,Одежда,5
Дочка довольна.справляется сама,0,0,Детское сиденье на унитаз,Товары для детей,5
"вышел из строя через 1.5мес,плохой аналог!",0,0,Аккумулятор для модема,Аксессуары для телефонов и гаджетов,1
"Магний этот очень нравится, заказываю не в первые, форма рабочая, проверено, удобно приклеена инструкция, все соответствует, доставка быстрая, благодарю.",0,1,Магний,Здоровье и красота,5
"Японский регистратор заработал с этой картой. Пришла очень хорошо запакована, плюс родная упаковка карты довольно мощная.",0,0,Карта памяти microSD 8GB,Электроника,5
Очень хороший препарат...,1,2,Анаболический комплекс,Спортивное питание,5
Отлично,0,0,Считыватель карт,Электроника,5
пришол чуть с волнами,0,0,Детский горшок,Товары для детей,5
Не работает,2,0,RFID-считыватель,Электроника,1
"В царапинах) как и у всех. Не похоже что он б/у. Не удобно поднимать, брать выскальзывает. Надо приловчиться брать его снизу, а это не удобно, хочется схватить сверху)",0,0,Детский горшок,Товары для детей,4
"Отличные, плотные, качественные, резинка не тугая, хлопок, но не растягиваются и держат форму. сыну нравятся.",0,0,Мужские трусы боксеры,Одежда,5
нормально,0,0,Робот для мойки окон,Бытовая техника,5
Пакет пришёл целый. ,0,1,Мука из семян конопли,Продукты питания,5
Обычная белая карточкк,0,0,Бесконтактная карта,Электроника,5
Хорошая дозировка,0,1,Экдистерон,Спортивное питание,5
"Очень удобная вещь, прям рекомендую, ребёнка завлекла лестница, и сразу ребёнок пошол на унитаз. Спасибо большое продавцу.",1,0,Накладка на унитаз с лесенкой,Товары для детей,5
ребёнок доволен,0,0,Железная дорога с электропоездом,Игрушки,5
"Рекомендую тем, у кого большой объем окон,которые невозможно помыть руками. Радует достаточное количество сменных насадок.",2,0,Робот для мойки окон,Бытовая техника,5
Норм,1,0,Считыватель карт,Электроника,5
"здравствуйте!  девочки, пожалуйста, прочитайте внимательно и не повторяйте моих ошибок! прочитав отзывы о том, что от целой ложки плохо, в первый раз положила под ложки. И надо было бы на этом остановиться! но блин нет же... после приема пол ложки, кроет мягко. вроде и силы есть и не штырит, потому что после ложки целой( мерной) , всю тренеровку меня тошнило. отвратительное чувство. сердце билось дико. было страшно, честно сказать. да, производительность оказалась выше, но общее состояние ужасное. я не готова с ним мириться. я лучше делать буду чуть меньше, но без этих побочек. потому что сложно морально, страх что сейчас тебя вырвет, это ужасно. после полуторачасовой трени, меня ещё долго не отпускало. часа два ещё тошнило. свежий воздух не помог. потом я немного поела и чуть стало легче. но это состояние все равно долго держало меня. а потом начался отходняк. треслись руки и дико не было сил. в общем для себя я поняла, что моя доза не больше пол ложки, а то и чуть меньше. а иначе, каюк. через день таких состояний мой организм не выдержит.",0,0,Предтренировочный комплекс для женщин,Спортивное питание,4
"Это средство, покупал для уничтожения порослей на участке, клён , ясень и сорняков. Применить ещё не пришлось. По отзывам надеюсь, поможет справится.",0,7,Средство от сорняков,Товары для сада и огорода,5
супер,1,0,Шрот расторопши,Здоровье и красота,5
"Отпариватель был куплен в подарок. Очень огорчила комплектация. Нет клапана с трубкой.Очень жаль. Прошу продавца сделать обмен на полную комплектацию товара, с проверкой.",0,0,Отпариватель,Бытовая техника,1
"Искала с английским замком эти серьги, нашла и не пожалела. Очень крепкие, удобные и красиво смотрятся, на каждый день. Спасибо",1,0,Серьги женские с фианитами,Ювелирные изделия,5
Упаковка в идеальном состоянии. В комплекте шел чехол!!!,0,0,Смартфон,Электроника,5
Очень хорошее качество,0,0,Мужские трусы,Одежда,5
рекомендую,0,0,Увлажнитель воздуха,Бытовая техника,5
"Первый раз брала у этого продавца месяца 2 назад. Результат был, сухость во рту, аппетит пропадал, есть не хотелось. В этот раз, я так полагаю, пришла подделка. В первый раз на коробке была плотная шуршащая слюда, в этот раз тонкий целлофан, как пищевая пленка. Углы коробки какие-то потертые. Блистер с капсулами ранее был не такой глянцево-яркий как в этот раз. И сами капсулы до этого были с неприятным привкусом, а сейчас абсолютно никакого привкуса нет. Так же нет никакой сухости во рту и уменьшения чувства голода тоже нет.",1,0,Капсулы для похудения,Здоровье и красота,1
в целом хороший увлажнитель.,0,0,Увлажнитель воздуха,Бытовая техника,5
Товар хороший . Заказал тут дороже из за вкуса . Но пришел не тот .,0,0,Предтрен,Спортивное питание,3
Не работают,0,1,Карта доступа,Безопасность и охрана,1
Работает 👍,0,0,Анаболический комплекс,Спортивное питание,5
Отлично,1,0,Женские серьги с камнем,Ювелирные изделия,5
вроде работает,0,0,Экдистерон,Спортивное питание,5
"Поставила 4, т.к. в описании заведомо ложная информация: объем бака всего 3л вместо заявленных 4,5л. В остальном отличный увлажнитель, на самой низкой мощности очень тихий, булькает только на более высоких мощностях. Колонка неплохая, датчики работают. Приятная подсветка",0,1,Увлажнитель воздуха с аромадиффузором,Товары для дома,4
👍,0,0,Средство от вредителей,Товары для сада и огорода,5
"Выглядит компактным при большой ёмкости. Отличный прибор.  Из минусов: резкий писк при нажатии клавиш не отключить, через Алису доступны не все функции, в режиме автоматического поддержания влажности парит только на 1-й скорости.",0,0,Увлажнитель воздуха с Wi-Fi,Бытовая техника,5
записывает на флеш64 все работает качество хорошее,0,0,Экшн камера 4k,Электроника,5
"Пробовал 3 сканера. Не видит nfc метку ни один, хотя на с mifare умеет работать каждый",0,0,Карта доступа Mifare 1k RFID NFC,Электроника,1
Все в порядке и соответствует характеристикам,0,0,Карта доступа,Безопасность и охрана,5
"Заказывала товар с объемом в 1000 мл, пришел объем 100 мл. Так как доставка не в пункте выдачи Озон, не сразу поняла. Потом было уже поздно. Очень не выгодная покупка за такие деньги.",4,0,Гербицид,Сад и огород,2
"Мел вкусный,твёрдый,хрустящий.Без запаха и лишнего привкус.",0,0,Пищевой мел,Продукты питания,5
"Покупала по отзывам, думала действительно вкусно,  на самом деле, для меня он не съедобный, плюс ко всему будто песок жую. 519 рублей на ветер. А сейчас и дешевле стало почти на 130 р",3,0,Клетчатка для похудения,Спортивное питание,2
"Минус звезда за не продуманную застежку, неудобно. Сильнее зажимаешь, ухо давит. Ослабляешь съезжает...",0,0,Серебряные серьги-каффы,Ювелирные изделия,4
"Увлажнитель просто бомба, все работает без приреканий Спасибо продавцу :)",0,0,Настольный увлажнитель воздуха,Бытовая техника,5
Хорошая штука. Рекомендую,0,0,Псиллиум шелуха,Здоровое питание,5
"Вкусный мел, мне понравился",0,0,Пищевой мел,Продукты питания,5
"Отлично работает, на комнату 36кв аромамасло распространил полностью))) Не слышно как работает",0,0,Увлажнитель воздуха с аромадиффузором,Бытовая техника,5
"На удивление пришло всё вовремя, хотя практически всё время стоял статус ""Передается в доставку""  Глинка чистенькая, вся вперемешку, не подписано где какая, но по кусочкам понять можно. Мелких крошек немного, почти целая пришла.",0,0,Башкирские глины,Продукты питания,5
Тапочки на широкую ногу мяхкие но маломерят на свой 40 р брара 41 - 42 тока тока,2,0,Тапочки,Обувь,5
"Упаковано хорошо, спасибо за 🎁",0,0,Конопляная мука,Спортивное питание,5
"Очень хороший шкаф, вместительный, красивый, легко собрали,классно смотрится в прихожей.",0,0,Шкаф распашной,Мебель,5
Лучший вариант,0,0,Водонепроницаемая экшн-камера 4k,Электроника,5
"хорошая карта, покупала для видеорегистратора, отформатирова по инструкции, работает отлично, пишет. в комплекте переходник для картридера, пришло быстро",0,1,Карта памяти,Электроника,5
Классный,0,0,Робот мойщик окон,Бытовая техника,5
Работает. Приехал раньше срока. Посмотрим как будет дальше)),1,0,Увлажнитель воздуха ультразвуковой,Бытовая техника,5
работает,0,0,WiFi адаптер USB,Электроника,5
отличное качество,0,0,Худи,Одежда,5
Полежал месяц в НЕработающем ZTE 90+ и вздулся.,0,0,Аккумулятор для модема,Аксессуары для телефонов и гаджетов,2
"Прислали очень быстро, упаковка целая, надеюсь что результат будет",1,0,Капсулы для похудения,Здоровье и красота,5
"Очень красивые серьги, пришли в красивой коробочке",0,0,Серебряные серьги-каффы,Ювелирные изделия,5
"Хорошая клетчатка,но дорого.",0,0,Клетчатка для детокса,Здоровье и красота,5
"заказывал 6 шт , все сломались, возврат",3,0,Карта памяти,Электроника,1
"Робот бомбический, моет отлично, но нужно зарядить заранее перед работой",0,0,Робот мойщик окон,Бытовая техника,5
сын доволен,0,0,Эспандер кистевой,Спортивные товары,5
"Может побольше должна быть влажность?где можно купить фильтр к данной модели HU2510/10, фильтр GV1190/30",2,0,Увлажнитель воздуха,Бытовая техника,5
"Хороший предтрен, приятный на вкус. Дейсвие хорошо видно в зале, мшцы прям надуваются. Потом возьму еще. К покупке рекомендую.",1,0,Предтренировочный комплекс,Спортивное питание,5
"Мел чистый, но безвкусный.Именно безвкусный.Просушила, ничего не изменилось плане вкуса, только стал хрустящий",1,0,Пищевой мел,Продукты питания,3
"Всё хорошо кроме вкуса, не тот вкус прислали, причём второй раз",0,0,Предтрен,Спортивное питание,4
Просто сказка,0,0,Увлажнитель воздуха,Бытовая техника,5
пока что работает,0,0,Карта памяти micro SDXC 256GB,Электроника,4
"Свои функции выполняет отлично, использую только бутилированную воду. В моей небольшой комнате поднимает уровень влажности с 10% до 50 за несколько часов. Особый плюс это управление через мобильное приложение. Включаю его за несколько часов до возвращения с работы домой.",1,0,Увлажнитель воздуха с Wi-Fi,Бытовая техника,5
"Очень сомневаюсь что оригинал. К сожалению короткие, не как на фото… Материал соответствует описанию, качество хотелось бы аккуратней - торчат нитки, неровно обрезаны, вмятины на резинках от крепление в коробке. Самый главный минус - Короткие!",0,1,Трусы боксеры,Одежда,4
Хороший,0,0,Ультразвуковой увлажнитель воздуха,Бытовая техника,5
"Умер через неделю,не рекомендую!",1,0,Аккумулятор для Playstation Portable,Электроника,1
"Приобрели по совету знакомых, которые пользуются такой же длительное время. Очень разочарованы, поскольку сушилка проработала примерно 30 минут, после чего раздался хлопок и остановился вентилятор. При том, что это явный производственный брак, меня уже третий день мурыжат с возвратом: то нужно подробно описать, что делали с прибором после получения и до поломки и какие действия предпринимались для её устранения, то нужно сделать фото со всех сторон.  Покупать не советую: во-пепвых, лотерея по качеству сборки, во-вторых, если не повезёт, то замучаетесь возвращать.",4,0,Дегидратор для овощей и фруктов,Бытовая техника,1
неработает,1,0,Жиросжигатель для похудения,Спортивное питание,2
"Второй раз заказали, второй раз прислали брак Первая светилась в половину Вторая не светится в центре, очень сильно греется, а потом и вовсе задымилась",0,0,Подсветка для телевизора,Электроника,1
Ужасно.,1,0,Палатка 2-местная,Туристическое снаряжение,1
"Отличная упаковка,быстрая доставка.И цена на распродаже +++",0,0,Наушники,Электроника,5
Ещё не использовали,0,0,Эпилятор,Бытовая техника,4
видеорегистратор её видит запись не идёт пишет вставьте сд карту 10 класса. купил за 200р вставил работает. а так лежит теперь кусок гов.... за 680р.,3,0,Карта памяти micro SD 32GB,Электроника,1
"не для всех принт🤭 иначе волк выглядит ""очень грустно"", но в подарок самое то поржать🤣",0,0,Трусы боксеры,Одежда,5
"оригинал, все в порядке",1,0,Наушники,Электроника,5
Пью по 4 сразу. Тренировки факт стали лучше!!!,1,0,Бустер тестостерона,Спортивное питание,5
отличный товар,0,0,Хозяйственные перчатки,Товары для дома,5
"Впервые пишу отзыв на Озон, долго думала заказывать или нет, слишком уж противоречивые отзывы. Ну дак вот что, выпила сегодня вторую таблетку, аппетита не то что бы нет, а даже кусок в глотку не лезит от слова совсем. Напрочь отбило Аппетит. Не помогает видимо только тем, кому уже поздно что то пить, нужно идти к диетологу, либо ещё совсем рано пить.",24,2,Капсулы для похудения,Здоровье и красота,5
"Хлипкий пластик, заявленные 30дб не соответствуют действительности, шум есть. Впечатлён производительностью, за свои деньги вполне себе хороший испаритель. Из плюсов это компактность. Если включать его при работающем телевизоре, то шум не заметен, но на ночь нужно привыкнуть.",0,1,Увлажнитель воздуха,Бытовая техника,3
"Увлажнитель показался мне довольно замороченный в эксплуатации. Режим без подсветки так и не могла установить, хотя действовала по инструкции. Возврат.",1,0,Увлажнитель воздуха,Бытовая техника,4
набор супер. есть всё необходимое,0,0,Робот-пылесос,Бытовая техника,5
"Нравится, хорошо работает",0,0,Увлажнитель воздуха,Бытовая техника,5
"Отличные ключики, без проблем привязали к замку конон Q5",0,0,Магнитный ключ NFC,Электроника,5
"Приобрела увлажнитель на Новый год родителям, на данный момент гаджетом очень довольны. Увлажнитель пришел без повреждений, внешний вид очень приличный, милые глазки))) Что очень важно для пожилых людей - очень понятный интуитивный интерфейс. Струя пара довольно мощная, хорошо увлажняет помещение 15 кв. метров. Увлажнитель работает тихо, спать абсолютно не мешает. Порадовало наличие ароматизации, но функцией еще не пользовались. Про качество, пока что, ничего не могу сказать, в процессе эксплуатации дополню отзыв.",0,0,Увлажнитель воздуха,Бытовая техника,5
отлично,0,0,Набор для GoPro,Аксессуары для камеры,5
пришел в другой упаковке. рекомендую принимать за 15 минут до тренировки. ,0,0,Предтренировочный комплекс,Спортивное питание,5
"очень часто употребляю данный вариант психотика с красной крышкой, брал уже около 10 банок за последние 3 года, здесь одназначно контрафакт самая дешевая поделка, плюс расстройство желудка каждый раз при применении данной купленной банки, за такое нужно применять уголовную ответственность",0,0,Предтрен,Спортивное питание,1
